segundo,erro_little
10,0.00000000000000000000
20,0.00000000000000355271
30,0.00000000000000355271
40,0.00000000000001021405
50,0.00000000000001643130
60,0.00000000000001110223
70,0.00000000000003508305
80,0.00000000000005329071
90,0.00000000000005417888
100,0.00000000000002486900
110,0.00000000000007549517
120,0.00000000000000577316
130,0.00000000000004085621
140,0.00000000000001110223
150,0.00000000000001287859
160,0.00000000000005595524
170,0.00000000000006350476
180,0.00000000000006039613
190,0.00000000000004973799
200,0.00000000000001509903
210,0.00000000000001953993
220,0.00000000000001598721
230,0.00000000000002886580
240,0.00000000000015321078
250,0.00000000000014477308
260,0.00000000000022692959
270,0.00000000000040056847
280,0.00000000000025046631
290,0.00000000000015409896
300,0.00000000000021493918
310,0.00000000000024069635
320,0.00000000000030286884
330,0.00000000000030686564
340,0.00000000000025845992
350,0.00000000000023048230
360,0.00000000000024558133
370,0.00000000000028865799
380,0.00000000000008881784
390,0.00000000000019628743
400,0.00000000000014788171
410,0.00000000000015365487
420,0.00000000000008038015
430,0.00000000000014699353
440,0.00000000000010658141
450,0.00000000000006172840
460,0.00000000000018696156
470,0.00000000000008881784
480,0.00000000000008437695
490,0.00000000000025845992
500,0.00000000000018562929
510,0.00000000000009281464
520,0.00000000000004840572
530,0.00000000000048938631
540,0.00000000000079269924
550,0.00000000000039035442
560,0.00000000000061506356
570,0.00000000000074162898
580,0.00000000000058442140
590,0.00000000000044186876
600,0.00000000000029842795
610,0.00000000000042010839
620,0.00000000000040900616
630,0.00000000000055777605
640,0.00000000000056576965
650,0.00000000000059285910
660,0.00000000000046940229
670,0.00000000000026245672
680,0.00000000000024824587
690,0.00000000000023181457
700,0.00000000000001731948
710,0.00000000000019051427
720,0.00000000000025002223
730,0.00000000000023803182
740,0.00000000000029976022
750,0.00000000000020827784
760,0.00000000000025490721
770,0.00000000000035704772
780,0.00000000000011457502
790,0.00000000000016342483
800,0.00000000000016830981
810,0.00000000000021582736
820,0.00000000000021893598
830,0.00000000000063637984
840,0.00000000000012212453
850,0.00000000000014965806
860,0.00000000000028732572
870,0.00000000000021938007
880,0.00000000000019850788
890,0.00000000000012212453
900,0.00000000000001643130
910,0.00000000000018296475
920,0.00000000000033706371
930,0.00000000000022160052
940,0.00000000000067501560
950,0.00000000000064215300
960,0.00000000000082067686
970,0.00000000000078381746
980,0.00000000000085442764
990,0.00000000000084732221
1000,0.00000000000069810824
1010,0.00000000000065636385
1020,0.00000000000127897692
1030,0.00000000000118305366
1040,0.00000000000137267975
1050,0.00000000000119282362
1060,0.00000000000116928689
1070,0.00000000000095079500
1080,0.00000000000073185902
1090,0.00000000000043831605
1100,0.00000000000041167070
1110,0.00000000000052269300
1120,0.00000000000039301895
1130,0.00000000000062660988
1140,0.00000000000073274720
1150,0.00000000000095345953
1160,0.00000000000112709841
1170,0.00000000000070343731
1180,0.00000000000030464520
1190,0.00000000000032152059
1200,0.00000000000078959062
1210,0.00000000000066213701
1220,0.00000000000036859404
1230,0.00000000000042899018
1240,0.00000000000059774408
1250,0.00000000000051247895
1260,0.00000000000005551115
1270,0.00000000000030286884
1280,0.00000000000014033219
1290,0.00000000000044142467
1300,0.00000000000057642779
1310,0.00000000000063504757
1320,0.00000000000001687539
1330,0.00000000000016298074
1340,0.00000000000064215300
1350,0.00000000000070476958
1360,0.00000000000043876014
1370,0.00000000000084199314
1380,0.00000000000041744386
1390,0.00000000000108935083
1400,0.00000000000129762867
1410,0.00000000000161959335
1420,0.00000000000180122584
1430,0.00000000000146194168
1440,0.00000000000159516844
1450,0.00000000000123456800
1460,0.00000000000059152683
1470,0.00000000000031974423
1480,0.00000000000082422957
1490,0.00000000000116573418
1500,0.00000000000012345680
1510,0.00000000000073629991
1520,0.00000000000058308913
1530,0.00000000000100364161
1540,0.00000000000223110419
1550,0.00000000000297717406
1560,0.00000000000269073652
1570,0.00000000000279509749
1580,0.00000000000252375898
1590,0.00000000000338307160
1600,0.00000000000315791837
1610,0.00000000000304423153
1620,0.00000000000372635256
1630,0.00000000000353761465
1640,0.00000000000339772654
1650,0.00000000000366062736
1660,0.00000000000324540395
1670,0.00000000000323030491
1680,0.00000000000200772732
1690,0.00000000000131716860
1700,0.00000000000130961908
1710,0.00000000000219957386
1720,0.00000000000152855506
1730,0.00000000000182964754
1740,0.00000000000237365683
1750,0.00000000000273159273
1760,0.00000000000382671672
1770,0.00000000000373567843
1780,0.00000000000339417383
1790,0.00000000000385336207
1800,0.00000000000341771056
1810,0.00000000000389110966
1820,0.00000000000249533727
1830,0.00000000000221556107
1840,0.00000000000194466665
1850,0.00000000000233146835
1860,0.00000000000210897966
1870,0.00000000000158895119
1880,0.00000000000179900539
1890,0.00000000000140110146
1900,0.00000000000161914926
1910,0.00000000000101296749
1920,0.00000000000105337961
1930,0.00000000000150901514
1940,0.00000000000128208555
1950,0.00000000000141708867
1960,0.00000000000102051700
1970,0.00000000000101296749
1980,0.00000000000116040511
1990,0.00000000000072875039
2000,0.00000000000190736316
2010,0.00000000000198152605
2020,0.00000000000158895119
2030,0.00000000000109423581
2040,0.00000000000016520119
2050,0.00000000000009148238
2060,0.00000000000128830280
2070,0.00000000000096767039
2080,0.00000000000184652293
2090,0.00000000000128741462
2100,0.00000000000067190697
2110,0.00000000000150146562
2120,0.00000000000032951419
2130,0.00000000000096012087
2140,0.00000000000032329694
2150,0.00000000000057287508
2160,0.00000000000002220446
2170,0.00000000000089084295
2180,0.00000000000102939879
2190,0.00000000000103916875
2200,0.00000000000198951966
2210,0.00000000000029221070
2220,0.00000000000053468341
2230,0.00000000000013766766
2240,0.00000000000138289380
2250,0.00000000000193534078
2260,0.00000000000214939178
2270,0.00000000000240163445
2280,0.00000000000081445961
2290,0.00000000000100985886
2300,0.00000000000194422256
2310,0.00000000000301714209
2320,0.00000000000317434967
2330,0.00000000000343813866
2340,0.00000000000321342952
2350,0.00000000000307043280
2360,0.00000000000341326967
2370,0.00000000000331201733
2380,0.00000000000385558252
2390,0.00000000000278976842
2400,0.00000000000329514194
2410,0.00000000000344790863
2420,0.00000000000370015130
2430,0.00000000000391331412
2440,0.00000000000385735888
2450,0.00000000000393018951
2460,0.00000000000379252185
2470,0.00000000000356514818
2480,0.00000000000289901436
2490,0.00000000000160493840
2500,0.00000000000251354493
2510,0.00000000000141309187
2520,0.00000000000211475282
2530,0.00000000000255617749
2540,0.00000000000246913601
2550,0.00000000000198241423
2560,0.00000000000067856831
2570,0.00000000000238831177
2580,0.00000000000199662509
2590,0.00000000000229682939
2600,0.00000000000170086167
2610,0.00000000000105337961
2620,0.00000000000057998051
2630,0.00000000000066346928
2640,0.00000000000021493918
2650,0.00000000000061017857
2660,0.00000000000090860652
2670,0.00000000000027000624
2680,0.00000000000091926466
2690,0.00000000000103383968
2700,0.00000000000005417888
2710,0.00000000000052313709
2720,0.00000000000022737368
2730,0.00000000000033750780
2740,0.00000000000180566673
2750,0.00000000000174082970
2760,0.00000000000309086090
2770,0.00000000000363797881
2780,0.00000000000258904009
2790,0.00000000000247180054
2800,0.00000000000275957035
2810,0.00000000000247890597
2820,0.00000000000372146758
2830,0.00000000000469757566
2840,0.00000000000533262323
2850,0.00000000000460342875
2860,0.00000000000412558876
2870,0.00000000000422861746
2880,0.00000000000472510919
2890,0.00000000000443289849
2900,0.00000000000523048271
2910,0.00000000000608046946
2920,0.00000000000728928029
2930,0.00000000000754418750
2940,0.00000000000829736280
2950,0.00000000000830091551
2960,0.00000000000900346464
2970,0.00000000000715516535
2980,0.00000000000679101220
2990,0.00000000000721733784
3000,0.00000000000767386155
3010,0.00000000000655919763
3020,0.00000000000574651438
3030,0.00000000000672173428
3040,0.00000000000719957427
3050,0.00000000000730526750
3060,0.00000000000752287121
3070,0.00000000000950350909
3080,0.00000000001005329153
3090,0.00000000001069011546
3100,0.00000000000908340070
3110,0.00000000000903543906
3120,0.00000000000886046791
3130,0.00000000000927968813
3140,0.00000000001030731056
3150,0.00000000000928412902
3160,0.00000000000859134985
3170,0.00000000000971045466
3180,0.00000000001155431306
3190,0.00000000001213429357
3200,0.00000000001385647153
3210,0.00000000001446842646
3220,0.00000000001355182633
3230,0.00000000001140776362
3240,0.00000000001080202594
3250,0.00000000001249844672
3260,0.00000000001339017786
3270,0.00000000001277378203
3280,0.00000000001235278546
3290,0.00000000001137134831
3300,0.00000000001235100910
3310,0.00000000001155076035
3320,0.00000000001058086951
3330,0.00000000001085442847
3340,0.00000000001247357773
3350,0.00000000001273292582
3360,0.00000000001318056775
3370,0.00000000001338662514
3380,0.00000000001406075256
3390,0.00000000001374456104
3400,0.00000000001357314261
3410,0.00000000001384670156
3420,0.00000000001472777456
3430,0.00000000001514433023
3440,0.00000000001392486126
3450,0.00000000001480682243
3460,0.00000000001371702751
3470,0.00000000001286348805
3480,0.00000000001241318159
3490,0.00000000001301891928
3500,0.00000000001331024180
3510,0.00000000001252331572
3520,0.00000000001235900271
3530,0.00000000001354116819
3540,0.00000000001273292582
3550,0.00000000001301980745
3560,0.00000000001259436999
3570,0.00000000001248867676
3580,0.00000000001089084378
3590,0.00000000001007727235
3600,0.00000000000985611592
3610,0.00000000000956568158
3620,0.00000000000894129215
3630,0.00000000000733102468
3640,0.00000000000625366425
3650,0.00000000000819788681
3660,0.00000000000871125394
3670,0.00000000000940936218
3680,0.00000000000809663447
3690,0.00000000000936850597
3700,0.00000000001049116349
3710,0.00000000001143529715
3720,0.00000000001128874771
3730,0.00000000000971223102
3740,0.00000000001013678030
3750,0.00000000001006483785
3760,0.00000000000965805214
3770,0.00000000000873967565
3780,0.00000000000777777842
3790,0.00000000000609423623
3800,0.00000000000749356133
3810,0.00000000000632915942
3820,0.00000000000484323692
3830,0.00000000000299404945
3840,0.00000000000361222163
3850,0.00000000000388489241
3860,0.00000000000468514116
3870,0.00000000000490096852
3880,0.00000000000325872662
3890,0.00000000000287458946
3900,0.00000000000145838897
3910,0.00000000000248645549
3920,0.00000000000265032440
3930,0.00000000000297450953
3940,0.00000000000210764739
3950,0.00000000000183586479
3960,0.00000000000200017780
3970,0.00000000000199040784
3980,0.00000000000304734016
3990,0.00000000000244382292
4000,0.00000000000303090886
4010,0.00000000000495026242
4020,0.00000000000210675921
4030,0.00000000000212230233
4040,0.00000000000229860575
4050,0.00000000000260502730
4060,0.00000000000152677870
4070,0.00000000000264366307
4080,0.00000000000086020080
4090,0.00000000000055377924
4100,0.00000000000002042810
4110,0.00000000000125321975
4120,0.00000000000161426428
4130,0.00000000000600985928
4140,0.00000000000800115529
4150,0.00000000000703748171
4160,0.00000000000599564842
4170,0.00000000000582822679
4180,0.00000000000618616269
4190,0.00000000000787769849
4200,0.00000000000895283847
