segundo,erro_little
10,0.00000000000000088818
20,0.00000000000000355271
30,0.00000000000000355271
40,0.00000000000001687539
50,0.00000000000000532907
60,0.00000000000001065814
70,0.00000000000000488498
80,0.00000000000004529710
90,0.00000000000002309264
100,0.00000000000001953993
110,0.00000000000001243450
120,0.00000000000000088818
130,0.00000000000003197442
140,0.00000000000000177636
150,0.00000000000006572520
160,0.00000000000004440892
170,0.00000000000004618528
180,0.00000000000001598721
190,0.00000000000004440892
200,0.00000000000004796163
210,0.00000000000000888178
220,0.00000000000006039613
230,0.00000000000005684342
240,0.00000000000000355271
250,0.00000000000006572520
260,0.00000000000002842171
270,0.00000000000008348877
280,0.00000000000029132252
290,0.00000000000031086245
300,0.00000000000018118840
310,0.00000000000011546319
320,0.00000000000013855583
330,0.00000000000008348877
340,0.00000000000007815970
350,0.00000000000017941204
360,0.00000000000039435122
370,0.00000000000036948222
380,0.00000000000037303494
390,0.00000000000055599969
400,0.00000000000051336713
410,0.00000000000039968029
420,0.00000000000022204460
430,0.00000000000020783375
440,0.00000000000031086245
450,0.00000000000029132252
460,0.00000000000017941204
470,0.00000000000030375702
480,0.00000000000029842795
490,0.00000000000030375702
500,0.00000000000038546943
510,0.00000000000043165471
520,0.00000000000041211479
530,0.00000000000040145665
540,0.00000000000047606363
550,0.00000000000021493918
560,0.00000000000000532907
570,0.00000000000016342483
580,0.00000000000017585933
590,0.00000000000027355895
600,0.00000000000019007018
610,0.00000000000050981441
620,0.00000000000021316282
630,0.00000000000016520119
640,0.00000000000035527137
650,0.00000000000028244074
660,0.00000000000008348877
670,0.00000000000018296475
680,0.00000000000025224267
690,0.00000000000001598721
700,0.00000000000012789769
710,0.00000000000004618528
720,0.00000000000019717561
730,0.00000000000007460699
740,0.00000000000014210855
750,0.00000000000002131628
760,0.00000000000000000000
770,0.00000000000029487524
780,0.00000000000043876014
790,0.00000000000025401903
800,0.00000000000028421709
810,0.00000000000006927792
820,0.00000000000034994230
830,0.00000000000029665159
840,0.00000000000013322676
850,0.00000000000043520743
860,0.00000000000038546943
870,0.00000000000067323924
880,0.00000000000116884280
890,0.00000000000097521990
900,0.00000000000109601217
910,0.00000000000148503432
920,0.00000000000166089364
930,0.00000000000135891298
940,0.00000000000177458048
950,0.00000000000145305989
960,0.00000000000153121960
970,0.00000000000114219745
980,0.00000000000110667031
990,0.00000000000084554586
1000,0.00000000000082955864
1010,0.00000000000121502808
1020,0.00000000000107114317
1030,0.00000000000098587805
1040,0.00000000000105515596
1050,0.00000000000101785247
1060,0.00000000000037836401
1070,0.00000000000038369308
1080,0.00000000000016342483
1090,0.00000000000068212103
1100,0.00000000000128252964
1110,0.00000000000090416563
1120,0.00000000000089350749
1130,0.00000000000014743762
1140,0.00000000000016164847
1150,0.00000000000002664535
1160,0.00000000000070166095
1170,0.00000000000069100281
1180,0.00000000000096278541
1190,0.00000000000067146289
1200,0.00000000000030020431
1210,0.00000000000050448534
1220,0.00000000000054178884
1230,0.00000000000052580162
1240,0.00000000000075850437
1250,0.00000000000099831254
1260,0.00000000000147970525
1270,0.00000000000169819714
1280,0.00000000000168931535
1290,0.00000000000144062540
1300,0.00000000000093969277
1310,0.00000000000079936058
1320,0.00000000000103739239
1330,0.00000000000085975671
1340,0.00000000000063593575
1350,0.00000000000039790393
1360,0.00000000000057376326
1370,0.00000000000031086245
1380,0.00000000000030553338
1390,0.00000000000010302870
1400,0.00000000000023270275
1410,0.00000000000061284311
1420,0.00000000000058442140
1430,0.00000000000027533531
1440,0.00000000000059330318
1450,0.00000000000098943076
1460,0.00000000000103916875
1470,0.00000000000127542421
