segundo,erro_little
10,0.00000000000000088818
20,0.00000000000000532907
30,0.00000000000000532907
40,0.00000000000000799361
50,0.00000000000001509903
60,0.00000000000000710543
70,0.00000000000001065814
80,0.00000000000000799361
90,0.00000000000002220446
100,0.00000000000003463896
110,0.00000000000000355271
120,0.00000000000003907985
130,0.00000000000000888178
140,0.00000000000004085621
150,0.00000000000006572520
160,0.00000000000008526513
170,0.00000000000011546319
180,0.00000000000013677948
190,0.00000000000009414691
200,0.00000000000014566126
210,0.00000000000010658141
220,0.00000000000018118840
230,0.00000000000005151435
240,0.00000000000000710543
250,0.00000000000006838974
260,0.00000000000004973799
270,0.00000000000005595524
280,0.00000000000008171241
290,0.00000000000005329071
300,0.00000000000005506706
310,0.00000000000010835777
320,0.00000000000011723955
330,0.00000000000005684342
340,0.00000000000011013412
350,0.00000000000006750156
360,0.00000000000009592327
370,0.00000000000020072832
380,0.00000000000004085621
390,0.00000000000004085621
400,0.00000000000001065814
410,0.00000000000005506706
420,0.00000000000003375078
430,0.00000000000005329071
440,0.00000000000001065814
450,0.00000000000020428104
460,0.00000000000007283063
470,0.00000000000037658765
480,0.00000000000023980817
490,0.00000000000031086245
500,0.00000000000035349501
510,0.00000000000031619152
520,0.00000000000014210855
530,0.00000000000067679196
540,0.00000000000044853010
550,0.00000000000032063241
560,0.00000000000028688163
570,0.00000000000082600593
580,0.00000000000073718809
590,0.00000000000076294526
600,0.00000000000048938631
610,0.00000000000064037664
620,0.00000000000083844043
630,0.00000000000103206332
640,0.00000000000090505381
650,0.00000000000087485574
660,0.00000000000098943076
670,0.00000000000124433797
680,0.00000000000104005693
690,0.00000000000102673425
700,0.00000000000112443388
710,0.00000000000114752652
720,0.00000000000106581410
730,0.00000000000137490019
740,0.00000000000124167343
750,0.00000000000111910481
760,0.00000000000096278541
770,0.00000000000136957112
780,0.00000000000172839520
790,0.00000000000174438242
800,0.00000000000174260606
810,0.00000000000183675297
820,0.00000000000222044605
830,0.00000000000251354493
840,0.00000000000221511698
850,0.00000000000223110419
860,0.00000000000250466314
870,0.00000000000271604961
880,0.00000000000233590924
890,0.00000000000202327044
900,0.00000000000177813320
910,0.00000000000191313632
920,0.00000000000190603089
930,0.00000000000199484873
940,0.00000000000181898940
950,0.00000000000175148784
960,0.00000000000172484249
970,0.00000000000171773706
980,0.00000000000223110419
990,0.00000000000230571118
1000,0.00000000000215116813
1010,0.00000000000185984561
1020,0.00000000000187583282
1030,0.00000000000167688086
1040,0.00000000000149213975
1050,0.00000000000123279165
1060,0.00000000000180833126
1070,0.00000000000201971773
1080,0.00000000000188116189
1090,0.00000000000186517468
1100,0.00000000000277466938
1110,0.00000000000297006864
1120,0.00000000000263256084
1130,0.00000000000252953214
1140,0.00000000000271782596
1150,0.00000000000205702122
1160,0.00000000000196109795
1170,0.00000000000202859951
1180,0.00000000000146016532
1190,0.00000000000104449782
1200,0.00000000000039435122
1210,0.00000000000109778853
1220,0.00000000000020961011
1230,0.00000000000074251716
1240,0.00000000000097699626
1250,0.00000000000077449158
1260,0.00000000000128963507
1270,0.00000000000169109171
1280,0.00000000000152411417
1290,0.00000000000080291329
1300,0.00000000000078514972
1310,0.00000000000092370556
1320,0.00000000000100541797
1330,0.00000000000062172489
1340,0.00000000000092015284
1350,0.00000000000120436994
1360,0.00000000000146727075
1370,0.00000000000134647848
1380,0.00000000000127187150
1390,0.00000000000127187150
1400,0.00000000000137134748
1410,0.00000000000161293201
1420,0.00000000000131450406
1430,0.00000000000090238927
1440,0.00000000000080291329
1450,0.00000000000034106051
1460,0.00000000000030553338
1470,0.00000000000104449782
1480,0.00000000000073185902
1490,0.00000000000122923893
1500,0.00000000000124344979
1510,0.00000000000025579538
1520,0.00000000000004973799
1530,0.00000000000011368684
1540,0.00000000000115818466
1550,0.00000000000081001872
1560,0.00000000000087396756
1570,0.00000000000131450406
1580,0.00000000000157740487
1590,0.00000000000031974423
1600,0.00000000000081712415
1610,0.00000000000036237680
1620,0.00000000000092370556
1630,0.00000000000004263256
1640,0.00000000000055422333
1650,0.00000000000041922021
1660,0.00000000000044053650
1670,0.00000000000049737992
1680,0.00000000000024868996
1690,0.00000000000072475359
1700,0.00000000000022737368
1710,0.00000000000012789769
1720,0.00000000000043343107
1730,0.00000000000120081722
